ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Granularity_1_BF_image,Granularity_2_BF_image,Granularity_3_BF_image,Granularity_4_BF_image,Granularity_5_BF_image,Intensity_IntegratedIntensityEdge_BF_image,Intensity_IntegratedIntensity_BF_image,Intensity_LowerQuartileIntensity_BF_image,Intensity_MADIntensity_BF_image,Intensity_MassDisplacement_BF_image,Intensity_MaxIntensityEdge_BF_image,Intensity_MaxIntensity_BF_image,Intensity_MeanIntensityEdge_BF_image,Intensity_MeanIntensity_BF_image,Intensity_MedianIntensity_BF_image,Intensity_MinIntensityEdge_BF_image,Intensity_MinIntensity_BF_image,Intensity_StdIntensityEdge_BF_image,Intensity_StdIntensity_BF_image,Intensity_UpperQuartileIntensity_BF_image,Location_CenterMassIntensity_X_BF_image,Location_CenterMassIntensity_Y_BF_image,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_BF_image,Location_MaxIntensity_Y_BF_image,Number_Object_Number,RadialDistribution_FracAtD_BF_image_1of4,RadialDistribution_FracAtD_BF_image_2of4,RadialDistribution_FracAtD_BF_image_3of4,RadialDistribution_FracAtD_BF_image_4of4,RadialDistribution_MeanFrac_BF_image_1of4,RadialDistribution_MeanFrac_BF_image_2of4,RadialDistribution_MeanFrac_BF_image_3of4,RadialDistribution_MeanFrac_BF_image_4of4,RadialDistribution_RadialCV_BF_image_1of4,RadialDistribution_RadialCV_BF_image_2of4,RadialDistribution_RadialCV_BF_image_3of4,RadialDistribution_RadialCV_BF_image_4of4,Texture_AngularSecondMoment_BF_image_3_0,Texture_AngularSecondMoment_BF_image_3_135,Texture_AngularSecondMoment_BF_image_3_45,Texture_AngularSecondMoment_BF_image_3_90,Texture_Contrast_BF_image_3_0,Texture_Contrast_BF_image_3_135,Texture_Contrast_BF_image_3_45,Texture_Contrast_BF_image_3_90,Texture_Correlation_BF_image_3_0,Texture_Correlation_BF_image_3_135,Texture_Correlation_BF_image_3_45,Texture_Correlation_BF_image_3_90,Texture_DifferenceEntropy_BF_image_3_0,Texture_DifferenceEntropy_BF_image_3_135,Texture_DifferenceEntropy_BF_image_3_45,Texture_DifferenceEntropy_BF_image_3_90,Texture_DifferenceVariance_BF_image_3_0,Texture_DifferenceVariance_BF_image_3_135,Texture_DifferenceVariance_BF_image_3_45,Texture_DifferenceVariance_BF_image_3_90,Texture_Entropy_BF_image_3_0,Texture_Entropy_BF_image_3_135,Texture_Entropy_BF_image_3_45,Texture_Entropy_BF_image_3_90,Texture_Gabor_BF_image_3,Texture_InfoMeas1_BF_image_3_0,Texture_InfoMeas1_BF_image_3_135,Texture_InfoMeas1_BF_image_3_45,Texture_InfoMeas1_BF_image_3_90,Texture_InfoMeas2_BF_image_3_0,Texture_InfoMeas2_BF_image_3_135,Texture_InfoMeas2_BF_image_3_45,Texture_InfoMeas2_BF_image_3_90,Texture_InverseDifferenceMoment_BF_image_3_0,Texture_InverseDifferenceMoment_BF_image_3_135,Texture_InverseDifferenceMoment_BF_image_3_45,Texture_InverseDifferenceMoment_BF_image_3_90,Texture_SumAverage_BF_image_3_0,Texture_SumAverage_BF_image_3_135,Texture_SumAverage_BF_image_3_45,Texture_SumAverage_BF_image_3_90,Texture_SumEntropy_BF_image_3_0,Texture_SumEntropy_BF_image_3_135,Texture_SumEntropy_BF_image_3_45,Texture_SumEntropy_BF_image_3_90,Texture_SumVariance_BF_image_3_0,Texture_SumVariance_BF_image_3_135,Texture_SumVariance_BF_image_3_45,Texture_SumVariance_BF_image_3_90,Texture_Variance_BF_image_3_0,Texture_Variance_BF_image_3_135,Texture_Variance_BF_image_3_45,Texture_Variance_BF_image_3_90
1,1,1148,27.0,28.0,1.00169384705,0.31870553196,1.0,0.795564795565,0.914039644096,39.2738694385,39.0512483795,18.6815416923,6.62341695699,5.83095189485,36.0,37.2258855121,23.6605712754,125.63,0.96632996633,0.958478031053,0.0213311254451,0.0372923342453,0.0242086982056,0.0167498642902,0.00474084467997,0.0297616370112,0.0194334149868,0.00581067025458,0.0104155242499,0.00399807317326,0.00787042731247,0.0205139655815,0.0137305701732,0.00446384424611,0.00234963053177,0.00389269555194,0.00455993757264,0.00615110739436,0.00369004655373,0.011334999465,0.00833523123244,0.00376035263635,0.00315839890951,0.00083332613306,0.00181776973724,0.00528848411093,0.00445034212368,0.00381599712798,0.0013766514153,2.29503279094,4.2782092244,6.97276850359,7.9827921661,2.40814175603,0.23742859553,2.17896451688,0.000503547489643,0.00128175783902,1.31876697113,0.00247196108103,0.00596627686173,0.0016042472671,0.00189805271505,0.00190737750381,0.000141849392094,0.0,0.000816941616822,0.00147922809497,0.0029144724831,25.5580709339,27.6533693946,26.8519163763,27.9085365854,27.0,37.0,1,0.0713103,0.347321,0.31095,0.270419,1.24036723737,1.88077761486,0.957025220822,0.624628842716,0.0583854696165,0.0493083157338,0.124821783444,0.448727289881,0.0565824382142,0.0423177842566,0.041415121442,0.0538392283442,3.44551591128,5.97448979592,5.67745197169,4.03103782735,0.558223965797,0.260562941478,0.291499862133,0.490657358942,1.5143427483,1.73757401233,1.72420852658,1.57633986122,1.85699234402,2.77477197001,2.59989306027,2.12872532482,3.42724966752,3.57871897764,3.59892325214,3.45097996813,5.93517375105,-0.142557829778,-0.0643921745184,-0.0538350379997,-0.128207420564,0.642679893664,0.463366755244,0.427982231613,0.61409348054,0.557432969607,0.442369605639,0.445921041942,0.53333395805,6.35004821601,6.42755102041,6.4216380182,6.30067895247,2.45081197395,2.42065137814,2.44040542856,2.42025153689,11.9980062658,10.1263837984,10.2802598043,11.7970800434,3.67769388926,4.19547167847,3.8028301202,3.95651768974
1,2,824,25.0,84.0,1.02735030589,0.556030115082,1.0,0.715277777778,0.825852885456,35.7197578753,35.3553390593,14.3178210633,5.42366238737,5.0,29.3991103999,29.6889105711,24.3996826265,111.974,0.942791762014,0.83719388302,0.0411010193356,0.113580365935,0.0670467780752,0.024786387954,0.0263082018973,0.0473047195177,0.0227334117407,0.00850628318571,0.0150608495681,0.00516427406886,0.00677816255827,0.000843621532454,0.00552954133216,0.00789331106886,0.0113786350707,0.00847094137176,0.0129296632753,0.00335954668762,0.00730601854147,0.012200094618,0.00926628478469,0.00533489139372,0.00479142429256,0.00505415521241,0.00410564860113,0.0111681352184,0.00186765120608,0.00306283089103,0.000446688528391,6.88031971288,1.60904677431,3.05511360907,4.22765537538,7.15426161242,0.233925929111,1.71186601354,0.0012739879312,0.000747691839933,1.40801835395,0.00302128633484,0.00610360875726,0.00177216612963,0.00207750729798,0.0021515218541,0.0,0.0,0.000851632900257,0.00117573912639,0.00282291928306,24.3583050457,83.6379514417,25.765776699,83.677184466,27.0,91.0,2,0.0650885,0.220969,0.366773,0.347169,1.21892972968,1.26443512324,1.12769069778,0.777356833867,0.115814723621,0.235124715587,0.0936134120052,0.319320488988,0.042789971018,0.0392430795848,0.0394214638907,0.0395625916794,4.24450549451,4.10294117647,4.67004341534,4.08938547486,0.11927882673,0.173206773959,0.0239160702526,0.166009203473,1.6103300285,1.57944772808,1.60695359679,1.59021220831,1.91133317232,1.70044117647,1.73905977411,1.79729097094,3.45387359429,3.4911849803,3.48443002283,3.48752654274,18.9106302035,-0.0434426465207,-0.0354332681814,-0.034638383238,-0.0367862826071,0.37870484363,0.34556127104,0.341011543853,0.350253056348,0.478388423977,0.454823694869,0.405774507474,0.472484547542,6.56318681319,6.58823529412,6.70477568741,6.5530726257,2.22776976256,2.25714763243,2.17230218714,2.25405721735,5.33941402005,5.78633217993,4.87955751119,5.71645703942,2.24460927122,2.61522275087,2.25512638199,2.4708244905
1,3,1127,28.0,138.0,1.0054658809,0.422347345527,1.0,0.802706552707,0.909265451224,39.8002330701,39.2937654088,18.0,6.54584463653,5.83095189485,35.0,36.0762871712,89.7849344031,124.802,0.966138019717,0.927291528231,0.0142594804732,0.0622834531845,0.0422206795765,0.00993084198173,0.00661780882416,0.0447794732977,0.0282614075429,0.0101636420366,0.00471713208554,0.00643532391264,0.000784181482709,0.0254720699714,0.0133934680604,0.00416189855183,0.00340348881823,0.00161136084697,0.00650884368807,0.00175627164264,0.00338019166223,0.00942205316893,0.00321613125743,0.0049542908789,0.00466624740364,0.000506268090282,0.00293734990688,0.00569706378026,0.00259562522724,0.00273919426913,0.00378338337794,3.06589589951,3.74501954146,5.61034844697,10.3104533766,7.34484724733,0.251023429155,2.1871450724,0.000550143769942,0.00121981059783,1.85867828224,0.00309758121148,0.0066713578999,0.00171933855586,0.0019406788575,0.00190834968816,6.10360875726e-05,0.0,0.000958479300072,0.0014268461836,0.0028992141597,25.954403812,138.0490542,27.8003549246,138.266193434,30.0,131.0,3,0.0691235,0.314752,0.311614,0.304511,1.18033560444,1.73036657863,0.959531646364,0.700375530124,0.153196044642,0.0613925959127,0.240889999132,0.480714895523,0.0579492206646,0.0475274570909,0.047297914038,0.0641366538227,3.63564356436,4.74532224532,4.96062176166,2.92345436703,0.385710182799,0.222279716592,0.187499666136,0.511317047177,1.5375136185,1.64641940578,1.67513303398,1.45541494528,1.96361533183,2.17933121831,2.31030524309,1.55278559191,3.33659132945,3.44233128199,3.43559651899,3.30690869792,7.28956616467,-0.102644204147,-0.0489727062019,-0.0504162950239,-0.115423782516,0.553422019432,0.401278331391,0.40637202325,0.57722203375,0.555958168105,0.467926174451,0.470437191136,0.574399735105,5.82772277228,5.87837837838,5.86839378238,5.7634936212,2.3037027018,2.29805640199,2.29179276139,2.31684481636,8.07725124988,7.3916530876,7.16091814545,9.0382747426,2.77057249289,3.17395758144,2.85397836184,2.99723313953
1,4,1006,28.0,189.0,1.03001719463,0.603567569484,1.0,0.80608974359,0.873266170538,40.1681289412,38.8329756779,15.5241746963,6.03699963865,5.38516480713,31.0,32.0265252706,-85.5501216601,120.318,0.957183634634,0.84938924536,0.0219199079156,0.10513952759,0.0823985762381,0.00869971713801,0.0108167359238,0.0452002896613,0.0293093110039,0.00612303064353,0.00478511212009,0.0105712898764,0.00593065813145,0.00452220053523,0.00391360309009,0.0178396133431,0.00313280210922,0.00491318371474,0.00676063831849,0.00536456701258,0.000539584019703,0.00696004583053,0.00903766969477,0.0160369191836,0.00354799152558,0.00100884789394,0.00153962371878,0.000899848128981,0.00756522441302,0.00532894021096,0.00130191769329,6.21962287789,3.25991718762,8.56350473068,6.01685341093,11.2441496092,0.209813564237,1.79288040084,0.000471726918477,0.00103761348873,1.63839600186,0.00251200795174,0.008331425488,0.00152038814665,0.00178218727717,0.00183108262718,7.1819529694e-05,0.0,0.000873471324767,0.00138606475128,0.00248722080141,25.8660756333,193.15376856,27.5,193.032803181,31.0,196.0,4,0.0578315,0.250555,0.391742,0.299872,1.16357074887,1.44861131427,1.19421906995,0.667413193172,0.138805753767,0.145580931454,0.402789479715,0.542106719865,0.0781391358701,0.0710006920415,0.0673771865142,0.0900435101654,2.64454443195,3.10823529412,3.13931523022,2.17014270033,0.213242673448,0.0956562900631,0.0864209005564,0.351265509515,1.41112430709,1.48259477303,1.48206633079,1.33429010603,1.42686073127,1.44565259516,1.43732236423,1.19631386602,2.89820926679,2.96803213291,2.99607692374,2.87038972476,16.9632090882,-0.0791503133569,-0.043810387562,-0.027648485874,-0.0915807828454,0.462912970078,0.354710136813,0.285597052931,0.491028455134,0.588254462261,0.523388586351,0.517543664602,0.617077578445,4.72553430821,4.76470588235,4.77095631641,4.67508232711,2.00616136287,1.98007133608,1.98369443953,2.01150105911,4.00340874151,3.71404844291,3.69252128144,4.52011456512,1.57201187872,1.78277647059,1.60956441862,1.66910585465
1,5,1105,28.0,245.0,1.01952454182,0.559238920911,1.0,0.770034843206,0.888068419645,41.2343326711,40.1995024845,16.4924225025,6.36668652101,5.65685424949,32.6918142198,34.1835311081,75.5084762955,125.044,0.960869565217,0.86582984395,0.00305646287027,0.101862199847,0.0698292747568,0.000473355668494,0.00442118532785,0.0550546216546,0.029938152036,0.00707821392699,0.00224296081624,0.0011764547695,0.00283299872782,0.0162725936649,0.00113879903178,0.0123523510272,0.00294957993331,0.00201455570545,0.000655070843386,0.00483235485928,0.00399962223948,0.00224047754369,0.0123968079857,0.0147879917189,0.00461790890274,0.00122949328928,0.00067832225003,0.00194308091484,0.00357984981913,0.00261728538118,0.00249668097372,2.78807444988,3.98895503026,5.1413146016,2.45541564013,9.0466795089,0.258565743148,2.3126252303,0.000771456165239,0.0011318292236,1.33374147784,0.00270222593099,0.00845349766314,0.00174706583208,0.00209287351158,0.00205730611924,0.000167849473655,0.0,0.000891412198674,0.00150358555572,0.00286488118581,26.5247609867,244.766083771,27.828959276,245.045248869,36.0,249.0,5,0.0655525,0.316032,0.318477,0.299938,1.20725859453,1.72878740226,1.00261410629,0.673641894104,0.130805777969,0.0971651419816,0.340522239889,0.44358764228,0.0671548573977,0.0574063548941,0.057580437952,0.07619,2.44354018311,3.35432230523,3.32560590095,2.004,0.418254563498,0.223866346045,0.223355797605,0.521001901068,1.38100035719,1.50749902487,1.50254250716,1.30456841775,1.29386756964,1.56038083349,1.54595431273,1.059216,3.08085452821,3.17597496068,3.17628347689,3.02722118104,7.5660425096,-0.0968118714524,-0.0470727025522,-0.0448689923997,-0.127547703235,0.520246890635,0.378434092243,0.369966830596,0.581509041368,0.589679266872,0.51398075582,0.514002669855,0.61187770576,5.16378433367,5.21131270011,5.20126448894,5.112,2.17363288697,2.14743124434,2.14355042444,2.16947031319,5.85822047027,5.23816444544,5.1828856508,6.363456,1.95973254378,2.25392012702,2.00056628851,2.088864
1,6,1069,26.0,303.0,1.01847532148,0.550811478355,1.0,0.809848484848,0.902927825215,40.4260656132,39.3192065027,16.2788205961,6.29341527933,5.65685424949,32.0,33.740794511,-7.39242909893,121.974,0.966983265491,0.880396554542,0.0134352568417,0.090568218429,0.0707111873628,0.0075491000024,0.00507408677659,0.0482172131226,0.0337949316881,0.00880709547584,0.00373501084785,0.00545792663205,0.00172304603859,0.012676063631,0.0045770565104,0.0126944103534,0.00321301636278,0.00256551517543,0.00587038802143,0.00342731025346,0.00104579258969,0.00473801394869,0.00725157085497,0.017794572302,0.00396653700787,0.00384661439621,0.00095333133304,0.00367560769512,0.00320352900064,0.000972109356354,0.00157483327947,3.3754568451,3.04512958872,4.18328017455,3.68096914314,4.14811586644,0.2368080749,2.02797461339,0.000635893491562,0.00105877403985,2.85631981767,0.00285343732685,0.00953623466194,0.0016676624993,0.00189707634555,0.00186123291496,0.000106813386083,0.0,0.000925157743386,0.00138069607713,0.00277879455825,24.4916762305,302.765099012,27.3479887746,302.758652947,32.0,294.0,6,0.0752533,0.26427,0.357477,0.303,1.36348830429,1.46375493188,1.10127570049,0.68916343013,0.163825680553,0.30398183953,0.20529186863,0.508941500304,0.0989733234138,0.0774447530491,0.0773221629152,0.086945273212,1.55463917526,2.18021978022,2.37706725469,1.7449947313,0.390686185058,0.175260779417,0.105585154636,0.331104758487,1.20271145455,1.31890223897,1.36033376948,1.23052183517,0.881224359656,1.01096968965,1.10740789814,0.942752672937,2.62649577263,2.77815623619,2.7603601569,2.72696240788,4.44264376278,-0.130264639165,-0.0424174651534,-0.0551249559261,-0.0715707907186,0.55667201533,0.338509548359,0.38254797235,0.428125267299,0.660142743854,0.563464372731,0.555282408681,0.631617182173,4.38144329897,4.42857142857,4.42998897464,4.37934668072,1.91108124167,1.90377379657,1.88433958254,1.92897676374,3.48336698905,3.07786499215,2.91103009911,3.47253445199,1.21758316505,1.35839753653,1.27708658249,1.30859725894
1,7,927,30.0,357.0,1.02044620679,0.508258643137,1.0,0.759213759214,0.811636298404,37.198157585,36.7695526217,15.2643375225,5.70586736056,5.0,31.7521652805,32.0352198586,-13.2135969461,119.802,0.946401225115,0.869282670843,0.0370964534785,0.0951411949128,0.0569704578227,0.0163485802281,0.0294681365953,0.0468850247925,0.0291403767051,0.0078076038896,0.00382649098221,0.00492850033959,0.0121921434499,0.0110979137925,0.00875351109579,0.00305767853993,0.00475613879135,0.00552858480301,0.00906793029326,0.00493225753463,0.00568002179705,0.00337571767736,0.00735011654433,0.00382432979446,0.0084512121881,0.00508728637901,0.00259375521086,0.00638059611754,0.00634277274863,0.00404626574924,0.00291135219507,6.50304009822,8.52428558506,6.4662934068,1.02419137424,6.91701604584,0.226731154587,1.67153761735,0.000769152509747,0.000857706356328,2.04786456653,0.00275241094641,0.00721751712263,0.00163115938552,0.00180316895076,0.00187365879538,7.62948766351e-05,0.0,0.000842648408375,0.00123812578153,0.00253532285569,25.5779682266,357.467503703,27.6256742179,357.492988134,27.0,362.0,7,0.0629171,0.246565,0.338668,0.35185,1.19028892094,1.40224423026,1.06783939989,0.774739261407,0.285973420491,0.180642549662,0.273581525277,0.463098753822,0.0669302007729,0.0590680418779,0.0574977163419,0.0630857122261,2.84830097087,3.15012722646,3.40207522698,3.00980392157,0.216397742706,0.145328951626,0.0946792221785,0.187151542663,1.44828010253,1.48007647583,1.51541140305,1.46566418751,1.44246482939,1.45946558411,1.54385717001,1.56745001922,3.04335751292,3.11793475088,3.1318930805,3.09276881814,12.584448853,-0.0757234054759,-0.0389241144297,-0.0351352913021,-0.0473606214321,0.462215068083,0.341279130517,0.32581034133,0.373698596103,0.559745084781,0.517233474018,0.503371450751,0.559246655492,5.18325242718,5.23155216285,5.25680933852,5.12745098039,2.0588991063,2.0655371817,2.05457275045,2.06711520111,4.37054476152,4.18302481725,4.07412678466,4.39552095348,1.70074936375,1.92320604212,1.75144042891,1.8407088019
1,8,1014,28.0,415.0,1.01387607614,0.516848438763,1.0,0.787878787879,0.893977246325,38.8731708902,38.2099463491,16.0312195419,6.15763624133,5.38516480713,31.9147110356,33.2784243698,87.2165930221,119.388,0.960227272727,0.881848233385,0.0472039832108,0.0883475949171,0.0584347805157,0.0197476785994,0.00437180744284,0.0471076434454,0.0252840143707,0.00706061764917,0.00604619926385,0.0116063561402,0.00645661937031,0.0155100373019,0.00366716628042,0.0102523655575,0.00284591438082,0.0130424655532,0.011805142414,0.00533892940799,0.00108192837217,0.00180161724189,0.0049926703365,0.00983963223458,0.00333275315949,0.00198996657485,0.00771620998545,0.0038622078682,0.00434445582738,0.00157935136685,0.000878425741933,6.44005993966,6.45326734804,4.67419421604,10.3107106497,5.71681173871,0.234044990542,1.84564276143,0.000686655752361,0.000978070253041,1.48511813719,0.00276399427094,0.00657663866878,0.00167174993245,0.00182016051423,0.00183191546239,2.92565891868e-05,0.0,0.000824386160433,0.00133460616242,0.00257053249516,26.4974720846,413.002080217,27.9763313609,412.865877712,26.0,415.0,8,0.0616054,0.266857,0.350199,0.321339,1.11549840987,1.47061213883,1.0926199007,0.725697169989,0.198480175802,0.122810197833,0.227490278317,0.4465629796,0.0498311020283,0.0436207149494,0.0435151467513,0.0546125593478,4.30400890869,4.79836829837,5.04307334109,3.08306010929,0.170057689855,0.097616571845,0.055837270098,0.407777151928,1.6136407303,1.65506878066,1.67972341732,1.47712592688,2.13347280023,2.12449535701,2.14634067011,1.53894831139,3.35145808196,3.40832773212,3.41527659107,3.31981095763,10.4949907897,-0.0523543830546,-0.0346250146857,-0.027054574367,-0.075048187392,0.407353303214,0.337574464427,0.300374844759,0.478002954857,0.507010801932,0.457482041419,0.439990079787,0.544532130974,5.62917594655,5.70512820513,5.68102444703,5.58797814208,2.22678414842,2.22726364645,2.21161632072,2.27429959517,5.98832471069,5.76969398123,5.59324877589,7.32859864433,2.4575237722,2.75812454833,2.55074463226,2.619176446
1,9,1057,27.0,469.0,1.01191473146,0.494493421148,1.0,0.774358974359,0.889259923077,39.3923202427,38.4707681233,16.4924225025,6.25859908411,5.38516480713,32.5714598997,34.2390709324,-73.8252710325,122.216,0.960909090909,0.908704621269,0.031295666029,0.0709663763484,0.0572769102301,0.0155415678621,0.00192114940051,0.0411661982077,0.0305906959545,0.0121984919343,0.00150398410049,0.0112518640748,0.00101319557171,0.015459894466,0.00910922586189,0.00525127942734,0.00226569819726,0.004858778496,0.0135219038097,0.00422228403707,0.000662967327744,0.00113827034106,0.0027180293015,0.0107917320516,0.0042263901031,0.0025686317262,0.00266374522023,0.00795082939864,0.00193176813482,0.000350881585661,0.00108598617207,4.60312730022,5.33078224969,4.7235222777,0.943596900231,3.22541826168,0.24510504317,1.98393755574,0.000900282524526,0.00081789662363,1.77552878239,0.00259403325617,0.00686367414892,0.00170211835535,0.00187695132993,0.00199407362379,6.88471627655e-05,0.0,0.000869247526372,0.00120504697319,0.00253299809992,25.4160399802,467.799464208,27.1220435194,467.307473983,37.0,462.0,9,0.0675144,0.235457,0.378757,0.318271,1.23039250166,1.29624248079,1.17748997054,0.720368481231,0.155688713595,0.257736889718,0.197046862559,0.452502188545,0.0602512449072,0.0546359162443,0.0552304859399,0.0605646670433,3.18617021277,3.60088691796,3.60111731844,2.58403361345,0.173524657719,0.083531563728,0.0880703291531,0.336664691556,1.48763578804,1.52781633425,1.5441697261,1.4031995699,1.67117587144,1.60596555572,1.65361131051,1.31604406468,3.15524710587,3.20461735626,3.21860890465,3.15155052775,5.03517753308,-0.0656000426155,-0.0460053530284,-0.039904376811,-0.072320852947,0.440783565187,0.375799626237,0.351193511831,0.459516982207,0.556922392596,0.488234681291,0.501563158143,0.571162966838,5.52021276596,5.57206208426,5.57653631285,5.46218487395,2.10869335898,2.08936861262,2.07768858171,2.15240160715,4.47512335899,4.20711304271,4.26648856153,5.20655320952,1.78920212766,2.08933584397,1.84124091008,1.95204147836
1,10,1010,28.0,523.0,1.00113340538,0.292718842887,1.0,0.779320987654,0.90819418565,36.6803757399,36.6196668472,17.4642491966,6.22756220581,5.38516480713,34.4354468535,35.073722326,54.607968788,118.216,0.962821734986,0.958524196095,0.020699381772,0.0378202157474,0.0202634603773,0.0174501323875,0.00777673580132,0.0311550316159,0.0169560727961,0.00292210819865,0.0128024611537,0.00744866406779,0.00296844691908,0.0226232385043,0.0128935340254,0.0024978547005,0.00400846132802,0.00772556988593,0.00692217616042,0.00224804430531,0.00139605891204,0.01360702126,0.00898451220983,0.0019146394782,0.00347259528773,0.00391958699039,0.00337894211165,0.00612558972887,0.0015779152688,0.00194182878852,0.00189521644438,2.12419025614,1.88144840753,7.63704825881,3.6546719839,3.08629582013,0.242503594432,2.1353687308,0.000689263979439,0.0012923500035,1.5675587738,0.00292973220348,0.00573739223182,0.00173216853166,0.00211422646614,0.00223248428665,1.52587890625e-05,0.0,0.000919805239004,0.00147859262219,0.00318343215622,26.6492511159,522.384270284,28.195049505,522.644554455,30.0,516.0,10,0.0821273,0.297621,0.336282,0.283969,1.35981185637,1.67931627461,1.01995427866,0.656313652714,0.0858405152252,0.097926404332,0.132897386152,0.475856256563,0.0387313730021,0.0311963538439,0.0341481882098,0.0414353911731,4.76385809313,7.0644028103,6.61976744186,4.57206208426,0.456858781339,0.213127290073,0.263919379943,0.48363249362,1.62303720147,1.80916132762,1.78631548076,1.62800565322,2.61253017438,3.12506101608,3.08449296917,2.31873491281,3.61429616632,3.75069958048,3.70748572673,3.60654864895,6.86146987246,-0.126897088016,-0.0555837300097,-0.0733957776157,-0.123961314333,0.622958864956,0.441935513191,0.497575168801,0.616247501941,0.529099588999,0.411487372905,0.437496537367,0.506122906525,7.15853658537,7.26112412178,7.24069767442,7.09977827051,2.54460275567,2.50433175839,2.51185678414,2.53289989011,12.5347331134,10.7760764881,11.2432274202,13.1363857601,4.03281203141,4.75585342979,4.174703894,4.43841475706
