ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Granularity_1_DF_image,Granularity_2_DF_image,Granularity_3_DF_image,Granularity_4_DF_image,Granularity_5_DF_image,Intensity_IntegratedIntensityEdge_DF_image,Intensity_IntegratedIntensity_DF_image,Intensity_LowerQuartileIntensity_DF_image,Intensity_MADIntensity_DF_image,Intensity_MassDisplacement_DF_image,Intensity_MaxIntensityEdge_DF_image,Intensity_MaxIntensity_DF_image,Intensity_MeanIntensityEdge_DF_image,Intensity_MeanIntensity_DF_image,Intensity_MedianIntensity_DF_image,Intensity_MinIntensityEdge_DF_image,Intensity_MinIntensity_DF_image,Intensity_StdIntensityEdge_DF_image,Intensity_StdIntensity_DF_image,Intensity_UpperQuartileIntensity_DF_image,Location_CenterMassIntensity_X_DF_image,Location_CenterMassIntensity_Y_DF_image,Location_Center_X,Location_Center_Y,Location_MaxIntensity_X_DF_image,Location_MaxIntensity_Y_DF_image,Number_Object_Number,RadialDistribution_FracAtD_DF_image_1of4,RadialDistribution_FracAtD_DF_image_2of4,RadialDistribution_FracAtD_DF_image_3of4,RadialDistribution_FracAtD_DF_image_4of4,RadialDistribution_MeanFrac_DF_image_1of4,RadialDistribution_MeanFrac_DF_image_2of4,RadialDistribution_MeanFrac_DF_image_3of4,RadialDistribution_MeanFrac_DF_image_4of4,RadialDistribution_RadialCV_DF_image_1of4,RadialDistribution_RadialCV_DF_image_2of4,RadialDistribution_RadialCV_DF_image_3of4,RadialDistribution_RadialCV_DF_image_4of4,Texture_AngularSecondMoment_DF_image_3_0,Texture_AngularSecondMoment_DF_image_3_135,Texture_AngularSecondMoment_DF_image_3_45,Texture_AngularSecondMoment_DF_image_3_90,Texture_Contrast_DF_image_3_0,Texture_Contrast_DF_image_3_135,Texture_Contrast_DF_image_3_45,Texture_Contrast_DF_image_3_90,Texture_Correlation_DF_image_3_0,Texture_Correlation_DF_image_3_135,Texture_Correlation_DF_image_3_45,Texture_Correlation_DF_image_3_90,Texture_DifferenceEntropy_DF_image_3_0,Texture_DifferenceEntropy_DF_image_3_135,Texture_DifferenceEntropy_DF_image_3_45,Texture_DifferenceEntropy_DF_image_3_90,Texture_DifferenceVariance_DF_image_3_0,Texture_DifferenceVariance_DF_image_3_135,Texture_DifferenceVariance_DF_image_3_45,Texture_DifferenceVariance_DF_image_3_90,Texture_Entropy_DF_image_3_0,Texture_Entropy_DF_image_3_135,Texture_Entropy_DF_image_3_45,Texture_Entropy_DF_image_3_90,Texture_Gabor_DF_image_3,Texture_InfoMeas1_DF_image_3_0,Texture_InfoMeas1_DF_image_3_135,Texture_InfoMeas1_DF_image_3_45,Texture_InfoMeas1_DF_image_3_90,Texture_InfoMeas2_DF_image_3_0,Texture_InfoMeas2_DF_image_3_135,Texture_InfoMeas2_DF_image_3_45,Texture_InfoMeas2_DF_image_3_90,Texture_InverseDifferenceMoment_DF_image_3_0,Texture_InverseDifferenceMoment_DF_image_3_135,Texture_InverseDifferenceMoment_DF_image_3_45,Texture_InverseDifferenceMoment_DF_image_3_90,Texture_SumAverage_DF_image_3_0,Texture_SumAverage_DF_image_3_135,Texture_SumAverage_DF_image_3_45,Texture_SumAverage_DF_image_3_90,Texture_SumEntropy_DF_image_3_0,Texture_SumEntropy_DF_image_3_135,Texture_SumEntropy_DF_image_3_45,Texture_SumEntropy_DF_image_3_90,Texture_SumVariance_DF_image_3_0,Texture_SumVariance_DF_image_3_135,Texture_SumVariance_DF_image_3_45,Texture_SumVariance_DF_image_3_90,Texture_Variance_DF_image_3_0,Texture_Variance_DF_image_3_135,Texture_Variance_DF_image_3_45,Texture_Variance_DF_image_3_90
1,1,3025,0.0,0.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,55.0,18.8363636364,17.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,6.9836422572,3.98298024662,2.43640581882,1.16732710629,0.758390385167,0.0519250806483,0.810847018002,6.10360875726e-05,0.000183108262718,9.16656494932,0.000488288700581,0.00236514839344,0.00024039389189,0.000268048600992,0.000259403372183,0.0,0.0,0.000181889214182,0.000233235693231,0.000427252613008,17.8334781071,26.971904506,27.0,27.0,25.0,33.0,1,0.0556827,0.571857,0.212002,0.160458,0.809808499448,1.44758728882,0.785915747139,0.602215472563,0.823928311353,0.407549816336,0.800345177027,0.940993108708,0.354945718617,0.338789673856,0.339681679125,0.365521052374,0.48006993007,0.568047337278,0.60798816568,0.495104895105,0.522220526204,0.450205525875,0.410448224816,0.504763579147,0.590816259087,0.658742534915,0.660900605682,0.567966176003,0.423039146169,0.489879118378,0.526476226323,0.441850457235,1.41784943386,1.47729603598,1.47925335515,1.3990947754,4.18422598708,-0.433689184138,-0.383453432232,-0.382810615302,-0.459076294492,0.739067627357,0.711572022625,0.711096582844,0.752156180897,0.902349406616,0.885801425271,0.886088581553,0.90830180508,3.13881118881,3.1449704142,3.1449704142,3.13706293706,1.20038667757,1.23688761135,1.21775381532,1.16943635423,1.51884334197,1.48785931865,1.44791849025,1.50429067436,0.494892048511,0.517545642441,0.509480667475,0.50017837058
1,2,3025,7.0,82.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,4.23854787586,2.69372832622,2.89897070263,1.38208149972,0.367115398362,0.053755031131,0.777258896453,5.2751945077e-05,0.000137331197038,8.88322406138,0.000488288700581,0.00212100404315,0.000248865884866,0.000256945089736,0.000335698481649,0.0,0.0,0.000178768258678,0.000212432483419,0.000411993591115,18.120715853,81.7354574483,27.0,82.0,31.0,82.0,2,0.036337,0.232149,0.404007,0.327507,0.666179005057,1.09214825182,1.15840849083,0.852588805243,1.55713533019,0.674810239758,0.477813572108,0.632060164195,0.382453909727,0.363418428977,0.363948270806,0.394700963372,0.401048951049,0.438979289941,0.518860946746,0.364685314685,0.548709739972,0.518633403611,0.430126868687,0.587946179842,0.490042926844,0.535194064375,0.553926635122,0.429182175966,0.366836886889,0.395627861201,0.468800194102,0.340038510441,1.26491758742,1.33299741308,1.3334601002,1.23746574658,1.77774999902,-0.513648787519,-0.447767413345,-0.447491774217,-0.550418270387,0.764108762539,0.732905667979,0.732781403101,0.780568121282,0.925375573308,0.914953018931,0.912148591301,0.93792172399,3.17727272727,3.17418639053,3.17418639053,3.16468531469,1.11038852184,1.16523875876,1.14775461403,1.09813534488,1.36472822632,1.37387507768,1.29399342088,1.40539622964,0.435498557387,0.457470414201,0.447485207101,0.442606484425
1,3,3025,0.0,137.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,6.9884271785,9.636422446,7.73899860188,1.08582205928,5.45914039473,0.0542791412463,1.07331231738,6.10360875726e-05,0.000183108262718,6.97156565132,0.000488288700581,0.00757744256407,0.000251292320585,0.000354813989216,0.000366216525435,0.0,0.0,0.000176052588552,0.000505723375607,0.000427252613008,20.0287222274,136.936645065,27.0,137.0,34.0,135.0,3,0.154367,0.331587,0.28163,0.232417,2.83005729318,1.55995405086,0.807516300142,0.605043214257,0.658802063773,0.470716174026,0.582246166088,0.657612140722,0.845916670742,0.826886422919,0.827596525857,0.845219081618,0.302097902098,0.406804733728,0.384615384615,0.340559440559,0.322291238363,0.135411168032,0.182570558867,0.236008872877,0.340778151198,0.383036906923,0.384481982088,0.346356452409,0.287292288131,0.384921746437,0.363383963272,0.324182600616,0.479981114577,0.521684261701,0.521749498608,0.483693793733,2.76858718783,-0.162039179458,-0.0897969226923,-0.0895580507339,-0.147822455884,0.284868806069,0.218779330615,0.218495214216,0.272584031641,0.954343636552,0.947031889851,0.946859574373,0.953472663817,2.17762237762,2.18786982249,2.18786982249,2.17762237762,0.400883694984,0.434485392529,0.433281339488,0.401623674064,0.589429311947,0.534231557018,0.556420906131,0.550967773485,0.222881803511,0.235259072687,0.235259072687,0.222881803511
1,4,3025,7.0,192.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,4.4639222228,2.83475103052,2.16606404612,1.70197422974,1.5230283411,0.0541920271753,0.767445388555,4.57770656794e-05,0.00018638963229,10.0686904846,0.000503547722474,0.00318913557567,0.0002508890147,0.000253700954894,0.000277943763649,0.0,0.0,0.000179546893704,0.000245949288312,0.000427252613008,16.9336546406,191.782700251,27.0,192.0,18.0,187.0,4,0.0128444,0.263324,0.394859,0.328973,0.235480777919,1.23880954335,1.13217929316,0.856404516865,0.82505006265,1.10532670105,0.565160456084,0.641754820079,0.375600029341,0.370760991825,0.370846335475,0.395898821458,0.404895104895,0.441937869822,0.446375739645,0.345104895105,0.408945603781,0.368638063975,0.361906164125,0.495298719688,0.627909579181,0.652836352646,0.654210834728,0.573803272216,0.32975011003,0.358941033008,0.362952184579,0.28973189398,1.28783177337,1.30684565171,1.3071390988,1.24611428143,1.2381883588,-0.181974206847,-0.167624435671,-0.168219439871,-0.246765311123,0.481126913071,0.46565869055,0.465889773163,0.544270882358,0.873087616554,0.868054418947,0.868054418947,0.891020374391,2.71118881119,2.71782544379,2.71782544379,2.71223776224,1.09568027954,1.10541649673,1.10459088031,1.08137958368,0.962042642672,0.95477101095,0.950333141128,1.02243764976,0.346566580273,0.343440218961,0.353550159089,0.341531982004
1,5,3025,0.0,247.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,6.08940082714,4.25935617772,2.14562538582,1.49301315842,0.0,0.0552404487553,0.820688987978,6.10360875726e-05,0.000152023400005,8.98034628288,0.000473029678687,0.00303654535674,0.000255742818312,0.000271302144786,0.000335698481649,0.0,0.0,0.000178637648381,0.000247973388472,0.000427252613008,18.0282595783,247.393056187,27.0,247.0,23.0,242.0,5,0.0864621,0.243013,0.357123,0.313401,1.58513773233,1.1432586316,1.02397960156,0.815867914749,0.987458159304,0.64446550297,0.56911074491,0.632478957838,0.364919800479,0.360406235776,0.362441627131,0.387257078586,0.440909090909,0.490014792899,0.5,0.36013986014,0.479113907864,0.434281824377,0.422212210208,0.572540693692,0.558163861931,0.584815238753,0.574041830202,0.483903744422,0.392231771725,0.433819144769,0.445025012254,0.327588635141,1.30272026791,1.31810324467,1.31667461771,1.24546607635,3.62774062418,-0.379669269555,-0.368664762026,-0.371687832344,-0.454554372848,0.67840925173,0.672741088023,0.674635171016,0.720778883964,0.907987985232,0.902344828329,0.904555228875,0.924947103038,2.98986013986,2.98631656805,2.9874260355,2.98251748252,1.13868141879,1.14495985779,1.15170646737,1.10657091516,1.24430277764,1.2346500418,1.22469396642,1.32486918676,0.420888552007,0.43003010552,0.430871096075,0.421232823121
1,6,3025,7.0,302.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,6.10988094572,3.48153330522,0.744917355444,0.266739576195,0.693534751793,0.0543960575608,0.795159111146,6.10360875726e-05,0.000122072175145,8.00864732633,0.000488288700581,0.00479133287445,0.000251833599818,0.000262862516081,0.000350957503542,0.0,0.0,0.000176079326655,0.000252086228145,0.000411993591115,19.0175821452,301.352360294,27.0,302.0,32.0,294.0,6,0.018787,0.247958,0.407819,0.325436,0.344428714986,1.16652135924,1.1693375653,0.847198769271,1.41964493022,0.660252595771,0.459404868156,0.614510124331,0.942287886938,0.936233248573,0.933391742674,0.938958628784,0.170629370629,0.163461538462,0.189349112426,0.173426573427,0.0455661992789,0.135074423802,-0.00190473984959,0.0299197435294,0.152363447627,0.175469276318,0.179378381102,0.166133690326,0.168094283339,0.160384243374,0.18584783446,0.170527165143,0.191449029523,0.201387918877,0.208495785085,0.195864720831,2.22804991961,-0.0827628701909,-0.0753188701692,-0.00738840025329,-0.0385426025247,0.128035178837,0.125053292549,0.0393060739687,0.0875666989651,0.983142695143,0.980227982876,0.979507436431,0.981324513325,2.05734265734,2.06065088757,2.06065088757,2.05734265734,0.167803977248,0.179136469035,0.183195648684,0.17279533604,0.186921609859,0.214516736109,0.188629162144,0.184124407061,0.089387745122,0.0944945686426,0.0944945686426,0.089387745122
1,7,3025,9.0,357.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,5.11141928927,4.05366178289,4.15305197203,0.910524378713,2.10681926402,0.0555835829983,0.86306269867,6.51854206808e-05,0.000117540417705,8.27961544962,0.000488288700581,0.00410467712209,0.00025733140277,0.000285309983031,0.000366216525435,0.0,0.0,0.00017766199835,0.000278791729823,0.000427252613008,18.7447560551,356.365193412,27.0,357.0,23.0,351.0,7,0.0585744,0.257316,0.37677,0.307339,1.07386435693,1.21054639272,1.08031222676,0.80008743116,1.06035516445,0.83681431566,0.46443545142,0.601350358697,0.842774463299,0.831987620794,0.829514022618,0.851903271554,0.255944055944,0.342085798817,0.334689349112,0.262587412587,0.329193931754,0.150115556117,0.168491449701,0.31124974741,0.336283962371,0.363587307868,0.367333171271,0.311736568463,0.243110176537,0.324458915786,0.317062466081,0.251214607071,0.45280239083,0.4847753385,0.486065126046,0.443336562277,1.67471289118,-0.133075829517,-0.0832324603835,-0.0781451501972,-0.16740557615,0.250025691663,0.203287291039,0.197102912354,0.279276202235,0.955053654674,0.950817434781,0.950025579577,0.959529737598,2.15594405594,2.16457100592,2.16457100592,2.15559440559,0.383099729542,0.408185220318,0.409035690873,0.376549385195,0.507149982884,0.462931176911,0.470327626615,0.499916255074,0.190773509707,0.201099729526,0.201099729526,0.190478262996
1,8,3025,7.0,412.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,4.96888688379,2.27558410708,1.88205261295,1.23208275343,1.85577681806,0.0550531255685,0.79757711662,4.58523409179e-05,0.000183108262718,9.5362648261,0.000473029678687,0.00286869611591,0.000254875581336,0.000263661856734,0.000350957503542,0.0,0.0,0.000176300842574,0.000229973750464,0.000427252613008,17.4877412845,411.323774473,27.0,412.0,26.0,416.0,8,0.0244993,0.265194,0.389443,0.320864,0.449153780937,1.24760644618,1.1166483637,0.835296607187,1.10873387474,0.90169894161,0.545541156594,0.624595986886,0.397153895056,0.387261311316,0.390377175169,0.4142505746,0.245804195804,0.239644970414,0.294378698225,0.202797202797,0.656744680638,0.671464905715,0.594752805149,0.71380795238,0.418099038266,0.43269329491,0.452596337571,0.351393931319,0.22575125923,0.217761983124,0.268854381849,0.190121277324,1.17183154609,1.20577721525,1.19878676797,1.1306224339,2.92355886555,-0.544582318133,-0.510955540553,-0.520153242666,-0.599503402158,0.765028384154,0.7513269439,0.755635517933,0.787529542153,0.937710796358,0.933244842476,0.931408782608,0.950872046872,3.05559440559,3.0525147929,3.0525147929,3.04895104895,1.05650416663,1.08522921898,1.07022716491,1.02713545626,1.17068548584,1.20138420836,1.14665048055,1.21438701159,0.351726123527,0.3609356673,0.358071184264,0.354346300553
1,9,3025,0.0,467.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,5.53450784438,2.90087664566,0.848023418768,2.11191700048,1.41810724841,0.0531256444501,0.832111533623,6.16172783339e-05,0.000152590218931,8.6451440155,0.000457770656794,0.00250247959048,0.000245952057639,0.000275078192933,0.000350957503542,0.0,0.0,0.000179051119384,0.000232942445105,0.000427252613008,18.3650162973,466.580987468,27.0,467.0,16.0,470.0,9,0.0128731,0.281065,0.400969,0.305093,0.236007569668,1.32227083016,1.14969869431,0.794239574963,2.01476310101,0.597788854243,0.434567838663,0.630286358534,0.381206904983,0.36841486205,0.362546391933,0.387628001369,0.366083916084,0.46449704142,0.510355029586,0.388811188811,0.602398778407,0.507465015639,0.459197966178,0.575253346826,0.479998336804,0.541756860417,0.563236327185,0.470475657134,0.334409873343,0.419120478975,0.458793787858,0.357756369505,1.26900483421,1.32611084322,1.3457945617,1.27485006564,1.78027214243,-0.525258047049,-0.473180276294,-0.449720908314,-0.521897867743,0.771621842458,0.748655932961,0.736223567095,0.770416481376,0.926637123058,0.914312138318,0.910015793324,0.929898129753,3.16748251748,3.16789940828,3.16789940828,3.15874125874,1.13197000476,1.1587805689,1.16503791669,1.1140541047,1.4618097462,1.41263819106,1.3667802029,1.44193407991,0.451310088513,0.473087755156,0.463187891705,0.457405741112
1,10,3025,7.0,522.0,1.04685137019,0.0,1.0,1.0,0.785398163397,63.4342863869,76.3675323681,28.0,11.9636363636,11.0,54.0,63.4342863869,0.0,220.0,1.0,0.660416601993,1.32836926991e-17,0.203832284566,2.13546978309e-17,3.44704615297e-18,7.12763755384e-18,0.0466314582863,1.18865558257e-16,0.047380800567,3.75655139223e-18,9.26440509642e-18,2.4074173046e-18,0.0271974135947,8.03094862627e-17,0.0264155465789,3.86000127336e-18,1.99477249332e-18,6.48632591846e-18,1.28966407705e-17,3.78312236723e-18,0.0170395276996,4.15302130903e-17,0.0162138118532,1.076596454e-17,0.0169963725292,4.46932865182e-19,1.75338868852e-18,1.00778158309e-17,1.21796139898e-18,3.54087190567e-18,4.2034785617,1.7704932302,0.926254616081,0.712813334984,1.88069959004,0.0521656138953,0.757799200024,4.57770656794e-05,0.000167849240825,9.61403513022,0.000503547722474,0.00183108262718,0.000241507471738,0.000250512132239,0.000335698481649,0.0,0.0,0.000178539847882,0.00020354255455,0.000411993591115,17.3860759854,522.046222582,27.0,522.0,16.0,520.0,10,0.00634287,0.256418,0.411307,0.325933,0.116285902138,1.20632116499,1.17933862935,0.848490612104,0.997996929133,0.682920597084,0.542505964049,0.657281746454,0.296265587559,0.277183867424,0.285232156612,0.305446965622,0.377272727273,0.441198224852,0.467825443787,0.337062937063,0.669647576804,0.621347200948,0.597061127617,0.702505384444,0.607260968613,0.676231650492,0.669682617959,0.568439109998,0.316508753484,0.356487950133,0.386102196833,0.287299623453,1.55138743832,1.64353094589,1.6146532737,1.54450909695,1.86944897456,-0.480092633912,-0.39714886057,-0.427145126276,-0.489856913823,0.792867823088,0.749602657304,0.766212189796,0.79610934204,0.887961615858,0.867872755919,0.87266525371,0.898622282695,3.35699300699,3.3576183432,3.3576183432,3.34475524476,1.35797523057,1.393999244,1.36401847877,1.34403519149,1.8854930559,1.8673014283,1.84067420937,1.92869626877,0.560092302802,0.578628719014,0.569968116488,0.564717590102
